Wavelength (nm),901.536745,905.42206,909.302883,913.179214,917.051054,922.206521,926.067882,929.924751,933.777128,937.625014,941.468409,945.307312,950.418863,954.247287,958.071219,961.89066,965.705609,969.516067,974.58969,978.389668,982.185155,985.97615,989.762654,993.544666,997.322187,1002.351895,1006.118936,1009.881486,1013.639544,1017.393111,1021.142186,1026.133967,1029.872563,1033.606667,1037.33628,1041.061401,1044.782031,1048.49817,1053.446035,1057.151693,1060.85286,1064.549536,1068.241721,1071.929414,1076.839352,1080.516565,1084.189287,1087.857517,1091.521256,1095.180504,1098.83526,1103.701281,1107.345558,1110.985343,1114.620636,1118.251438,1121.877749,1126.705844,1130.321674,1133.933014,1137.539862,1141.142218,1144.740084,1148.333458,1153.117636,1156.70053,1160.278933,1163.852844,1167.422264,1170.987192,1174.547629,1179.287892,1182.837849,1186.383314,1189.924289,1193.460772,1196.992763,1201.695098,1205.21661,1208.73363,1212.246159,1215.754196,1219.257742,1222.756797,1227.415216,1230.903791,1234.387874,1237.867466,1241.342567,1244.813176,1249.433668,1252.893797,1256.349435,1259.800582,1263.247237,1266.6894,1270.127073,1274.703649,1278.130841,1281.553542,1284.971752,1288.38547,1291.794697,1296.333346,1299.732093,1303.126348,1306.516112,1309.901385,1313.282166,1316.658456,1321.153189,1324.518999,1327.880318,1331.237145,1334.589481,1337.937325,1342.394131,1345.731495,1349.064369,1352.39275,1355.716641,1359.036039,1362.350947,1366.763837,1370.068265,1373.368201,1376.663646,1379.954599,1383.241061,1387.616024,1390.892006,1394.163497,1397.430496,1400.693004,1403.95102,1407.204546,1411.535592,1414.778638,1418.017192,1421.251254,1424.480825,1427.705905,1430.926493,1435.213624,1438.423732,1441.629349,1444.830475,1448.027109,1451.219252,1455.468456,1458.650118,1461.82729,1464.99997,1468.168159,1471.331856,1474.491062,1478.69635,1481.845076,1484.98931,1488.129053,1491.264305,1494.395066,1498.562426,1501.682707,1504.798496,1507.909794,1511.0166,1514.118915,1517.216738,1521.340183,1524.427527,1527.510379,1530.58874,1533.662609,1536.731987,1540.817505,1543.876403,1546.93081,1549.980725,1553.026149,1556.067081,1559.103523,1563.145124,1566.171085,1569.192555,1572.209534,1575.222021,1578.230016,1582.233691,1585.231206,1588.224231,1591.212764,1594.196805,1597.176356,1600.151414,1604.111173,1607.075752,1610.035839,1612.991435,1615.94254,1618.889153,1621.831275,1625.747118,1628.67876,1631.60591,1634.52857,1637.446737,1640.360414,1644.238329,1647.141526,1650.040231,1652.934444,1655.824167,1658.709398,1661.590137,1665.424137,1668.294396,1671.160164,1674.021441,1676.878227,1679.730521,1683.526593,1686.368407,1689.20573,1692.038561,1694.866901,1697.69075,1700.510107
Sample1,1.207896,1.153843,1.148684,1.181679,1.16338,1.176055,1.174789,1.173853,1.178555,1.165679,1.173864,1.162972,1.152397,1.162528,1.157948,1.152936,1.149947,1.146652,1.152952,1.147544,1.146291,1.13867,1.141192,1.142573,1.141785,1.138982,1.144378,1.141238,1.137497,1.13076,1.133961,1.130445,1.13059,1.127732,1.12837,1.131148,1.127417,1.122397,1.120941,1.121558,1.119861,1.126537,1.12036,1.115222,1.114052,1.112246,1.116851,1.117852,1.115511,1.108098,1.111476,1.112567,1.111948,1.112479,1.117153,1.115233,1.118734,1.117057,1.116014,1.120604,1.126112,1.13187,1.134831,1.135273,1.146806,1.154171,1.154455,1.171357,1.179665,1.177777,1.185456,1.190837,1.191907,1.193576,1.203129,1.207921,1.212445,1.219863,1.220883,1.209152,1.209972,1.219476,1.202368,1.193395,1.187721,1.176726,1.175097,1.169305,1.164647,1.161631,1.158841,1.151621,1.147576,1.148132,1.146461,1.147436,1.143839,1.140915,1.144738,1.141446,1.140042,1.138982,1.140382,1.135351,1.138343,1.137675,1.135827,1.137346,1.137989,1.13827,1.143356,1.143609,1.149185,1.148886,1.153765,1.157425,1.163429,1.168715,1.177653,1.183213,1.189732,1.195853,1.197027,1.208008,1.215966,1.22363,1.22831,1.236355,1.241654,1.259418,1.272878,1.28471,1.303598,1.320432,1.335113,1.356147,1.382191,1.405665,1.424431,1.440278,1.460054,1.476505,1.491186,1.503344,1.505722,1.519243,1.527993,1.522668,1.536359,1.535606,1.536061,1.545984,1.533142,1.540986,1.552253,1.535674,1.538059,1.538204,1.532965,1.525462,1.538091,1.52413,1.523655,1.529544,1.519613,1.513956,1.521142,1.499002,1.500298,1.528101,1.510324,1.503003,1.495131,1.497074,1.483639,1.49494,1.482019,1.480707,1.490714,1.476066,1.479174,1.473269,1.475722,1.490485,1.470021,1.487461,1.470931,1.461987,1.468053,1.460028,1.464134,1.458239,1.451664,1.452494,1.426999,1.419232,1.432412,1.427155,1.416516,1.423018,1.428402,1.389,1.411348,1.393242,1.403275,1.37343,1.351766,1.376909,1.352145,1.386137,1.36554,1.377951,1.367135,1.379929,1.38176,1.314012,1.328047,1.296095,1.274073,1.269162,1.19376,1.183263,1.249423,1.235064,1.167615,1.255689,1.161722,1.117157
Sample2,1.177117,1.181138,1.185916,1.172289,1.186838,1.172576,1.178805,1.205162,1.180922,1.17176,1.172644,1.178102,1.168498,1.143405,1.153576,1.153465,1.157426,1.147521,1.147525,1.148376,1.144454,1.151392,1.15444,1.143635,1.142302,1.137583,1.138981,1.137956,1.133452,1.136698,1.131539,1.132301,1.125282,1.126705,1.129435,1.124471,1.12837,1.124796,1.126645,1.120237,1.120807,1.120275,1.118488,1.114613,1.113793,1.111866,1.111636,1.119315,1.11301,1.110112,1.117425,1.117765,1.113766,1.120311,1.114705,1.120364,1.113419,1.118312,1.119472,1.119006,1.125885,1.126367,1.134708,1.141922,1.145834,1.156422,1.162616,1.166673,1.176148,1.176634,1.177691,1.1865,1.191873,1.192356,1.203535,1.20625,1.21531,1.212239,1.214667,1.223998,1.213998,1.20305,1.201806,1.196638,1.185423,1.176439,1.172929,1.169044,1.160567,1.162971,1.15606,1.150726,1.148767,1.151562,1.149663,1.146873,1.141751,1.145099,1.142271,1.14169,1.141589,1.139616,1.134523,1.137212,1.133869,1.137627,1.138483,1.137036,1.135215,1.136585,1.140623,1.141973,1.147844,1.149452,1.155848,1.160734,1.165481,1.169794,1.171826,1.18048,1.188269,1.195693,1.202826,1.206192,1.213257,1.223342,1.226908,1.231855,1.247414,1.258097,1.267823,1.286072,1.302263,1.323261,1.337938,1.355984,1.389012,1.407504,1.420062,1.445941,1.460394,1.478194,1.487198,1.504295,1.512028,1.517682,1.52498,1.52651,1.534668,1.535554,1.534773,1.542642,1.542195,1.545559,1.54769,1.54206,1.543542,1.535717,1.528736,1.539323,1.532506,1.531714,1.51847,1.517539,1.509213,1.515571,1.529738,1.51166,1.509637,1.498158,1.509134,1.494744,1.501021,1.489714,1.496346,1.493489,1.491542,1.479967,1.497343,1.477488,1.475726,1.475027,1.477703,1.477501,1.461304,1.466674,1.459578,1.463754,1.474955,1.441333,1.456039,1.44201,1.445038,1.43816,1.43713,1.439865,1.430487,1.426066,1.413584,1.414864,1.407544,1.413834,1.389239,1.39166,1.410902,1.383619,1.38024,1.379123,1.385102,1.384597,1.384031,1.353796,1.343454,1.3406,1.359882,1.340622,1.316429,1.278567,1.305878,1.236302,1.265764,1.184999,1.208885,1.231968,1.210486,1.262885,1.388624,1.148921
Sample3,1.146706,1.18247,1.171204,1.16014,1.160719,1.176808,1.183398,1.186196,1.161579,1.186376,1.161814,1.158702,1.147586,1.143251,1.148204,1.148589,1.152992,1.142052,1.144265,1.153258,1.140356,1.142542,1.139037,1.134991,1.138334,1.140127,1.134463,1.139391,1.138052,1.133552,1.130939,1.124998,1.132976,1.127047,1.123571,1.118866,1.119819,1.121106,1.118755,1.124395,1.114275,1.116206,1.11597,1.119371,1.111516,1.120259,1.116008,1.115446,1.110766,1.120244,1.118359,1.111694,1.112338,1.108771,1.108402,1.11,1.112308,1.116415,1.124816,1.116968,1.127673,1.129764,1.132273,1.136687,1.148805,1.145923,1.155218,1.160671,1.16316,1.170782,1.178385,1.179136,1.193052,1.194664,1.207342,1.208209,1.209381,1.213054,1.212248,1.212382,1.210402,1.208129,1.207384,1.189987,1.183504,1.182543,1.170945,1.163941,1.165511,1.158927,1.152988,1.152354,1.155637,1.148031,1.147339,1.145877,1.14281,1.144554,1.141963,1.142179,1.137791,1.142772,1.139084,1.136951,1.13867,1.133012,1.137271,1.140157,1.134294,1.138177,1.143093,1.145157,1.150312,1.150758,1.152594,1.155555,1.16376,1.165445,1.169805,1.182105,1.187644,1.196161,1.199303,1.207986,1.213582,1.22355,1.228626,1.23432,1.240726,1.261013,1.271894,1.287093,1.300688,1.315541,1.334802,1.356065,1.384858,1.401752,1.423771,1.4384,1.458589,1.473961,1.484446,1.504153,1.513418,1.51362,1.518272,1.528343,1.526386,1.535737,1.536192,1.535189,1.545418,1.532699,1.532168,1.536814,1.537565,1.535083,1.53479,1.534998,1.528405,1.531206,1.530866,1.515311,1.519216,1.522781,1.509931,1.499951,1.507586,1.502704,1.509342,1.496553,1.489991,1.491461,1.483846,1.502397,1.491106,1.489213,1.481757,1.474586,1.482519,1.482859,1.466836,1.468708,1.47164,1.468243,1.476575,1.465999,1.462521,1.461772,1.448771,1.465902,1.44559,1.44231,1.434818,1.420367,1.417414,1.418222,1.42195,1.409393,1.406538,1.407361,1.395937,1.412117,1.397797,1.40529,1.405341,1.377849,1.383685,1.393917,1.352304,1.3812,1.387905,1.35982,1.357418,1.329162,1.318929,1.295197,1.259146,1.246909,1.192951,1.219544,1.155382,1.244732,1.267858,1.221393,1.232223,1.214432
Sample4,1.141498,1.189752,1.177202,1.19169,1.158309,1.193715,1.177446,1.176928,1.170872,1.170664,1.160723,1.152934,1.15793,1.151707,1.153325,1.162597,1.14586,1.149134,1.145882,1.151418,1.151232,1.145515,1.142159,1.137927,1.136569,1.13874,1.138475,1.13311,1.135348,1.129259,1.131569,1.125057,1.128173,1.134567,1.12653,1.121023,1.122158,1.125689,1.12588,1.122197,1.118796,1.113243,1.120745,1.11684,1.117401,1.113218,1.11587,1.111823,1.1149,1.107319,1.110016,1.106286,1.117076,1.110896,1.10985,1.110311,1.116322,1.12127,1.113867,1.116167,1.125311,1.124723,1.126916,1.138137,1.137547,1.145423,1.157595,1.166592,1.171918,1.178391,1.18159,1.187069,1.188305,1.194698,1.202774,1.207617,1.213629,1.209029,1.213184,1.219146,1.209496,1.208676,1.207907,1.194469,1.180669,1.181672,1.170108,1.165489,1.162634,1.160431,1.155153,1.147834,1.150167,1.148243,1.144874,1.146938,1.143606,1.146874,1.141644,1.142057,1.136944,1.137411,1.137047,1.136449,1.133081,1.136856,1.134322,1.138231,1.136931,1.141744,1.141501,1.142085,1.145905,1.151507,1.151824,1.161286,1.165941,1.171631,1.177188,1.177855,1.187582,1.195938,1.203575,1.204679,1.214761,1.219707,1.230304,1.23758,1.247166,1.259752,1.275722,1.283545,1.300974,1.316417,1.334227,1.353566,1.380812,1.407951,1.424762,1.441251,1.459799,1.469311,1.479532,1.504486,1.514445,1.517459,1.521889,1.525597,1.530584,1.536339,1.52397,1.536961,1.536139,1.537104,1.539901,1.542748,1.534989,1.533765,1.529146,1.544119,1.527739,1.527863,1.527996,1.512817,1.514088,1.513589,1.513569,1.517358,1.503655,1.504559,1.504701,1.509008,1.492274,1.483641,1.496103,1.485394,1.485354,1.482748,1.492612,1.484541,1.46614,1.46852,1.468216,1.480633,1.475663,1.467126,1.472371,1.474025,1.447194,1.46143,1.451003,1.458239,1.457216,1.432321,1.440396,1.434761,1.419698,1.413253,1.409677,1.416628,1.416561,1.401635,1.412498,1.413257,1.40024,1.380351,1.377888,1.360018,1.382566,1.380863,1.385635,1.361487,1.370596,1.345054,1.335075,1.323161,1.324478,1.301157,1.263551,1.263775,1.170906,1.25197,1.254147,1.149241,1.257754,1.174549,1.158651,1.200515
Sample5,1.188242,1.139887,1.184963,1.20676,1.180005,1.179509,1.19023,1.173077,1.166986,1.17325,1.169494,1.15948,1.157234,1.149903,1.155491,1.147877,1.150427,1.146978,1.14494,1.148554,1.14453,1.142706,1.147311,1.143858,1.146391,1.139884,1.138427,1.132602,1.135348,1.131468,1.130504,1.136189,1.127475,1.128911,1.121943,1.123398,1.125922,1.127588,1.117539,1.126651,1.113689,1.117147,1.117846,1.116076,1.11691,1.117315,1.110274,1.117345,1.113238,1.112573,1.110964,1.115105,1.108945,1.106832,1.112703,1.109764,1.117624,1.117848,1.121677,1.123307,1.123638,1.122951,1.134969,1.138771,1.150496,1.151378,1.155935,1.164512,1.169998,1.178159,1.176965,1.18052,1.18894,1.195369,1.204704,1.209803,1.214104,1.21327,1.210267,1.210538,1.220612,1.204411,1.203647,1.19441,1.179356,1.177204,1.174842,1.166537,1.165702,1.160789,1.155403,1.15296,1.150497,1.148053,1.148362,1.147393,1.145212,1.142038,1.142879,1.139944,1.13951,1.138349,1.135993,1.137279,1.137422,1.138562,1.135394,1.133536,1.138955,1.140871,1.141613,1.144734,1.151557,1.14705,1.155168,1.155804,1.164512,1.166781,1.172195,1.181839,1.188822,1.191332,1.200532,1.206203,1.21609,1.222445,1.227772,1.237328,1.241361,1.258071,1.273731,1.282491,1.301389,1.313234,1.340718,1.357329,1.382419,1.402745,1.423732,1.443529,1.464264,1.476372,1.485717,1.496927,1.510158,1.520859,1.529647,1.533189,1.53485,1.538889,1.534275,1.550581,1.538273,1.545641,1.538815,1.540003,1.536247,1.536793,1.53565,1.528921,1.535685,1.526634,1.539797,1.52452,1.52737,1.518475,1.514198,1.511372,1.524243,1.510112,1.500634,1.488932,1.503243,1.504347,1.488152,1.482559,1.479739,1.479136,1.503777,1.471078,1.481802,1.477316,1.486474,1.477124,1.477689,1.470942,1.451735,1.475174,1.47096,1.468894,1.474019,1.444188,1.443623,1.446096,1.4441,1.423624,1.435639,1.425197,1.426328,1.433067,1.427155,1.394102,1.407964,1.386559,1.393361,1.383411,1.407391,1.360497,1.357772,1.387434,1.383391,1.361424,1.355462,1.364689,1.365609,1.3336,1.326344,1.277102,1.281232,1.245159,1.223542,1.18718,1.209444,1.220955,1.275672,1.276521,1.223054,1.183193
Sample6,1.177117,1.181138,1.185916,1.172289,1.186838,1.172576,1.178805,1.205162,1.180922,1.17176,1.172644,1.178102,1.168498,1.143405,1.153576,1.153465,1.157426,1.147521,1.147525,1.148376,1.144454,1.151392,1.15444,1.143635,1.142302,1.137583,1.138981,1.137956,1.133452,1.136698,1.131539,1.132301,1.125282,1.126705,1.129435,1.124471,1.12837,1.124796,1.126645,1.120237,1.120807,1.120275,1.118488,1.114613,1.113793,1.111866,1.111636,1.119315,1.11301,1.110112,1.117425,1.117765,1.113766,1.120311,1.114705,1.120364,1.113419,1.118312,1.119472,1.119006,1.125885,1.126367,1.134708,1.141922,1.145834,1.156422,1.162616,1.166673,1.176148,1.176634,1.177691,1.1865,1.191873,1.192356,1.203535,1.20625,1.21531,1.212239,1.214667,1.223998,1.213998,1.20305,1.201806,1.196638,1.185423,1.176439,1.172929,1.169044,1.160567,1.162971,1.15606,1.150726,1.148767,1.151562,1.149663,1.146873,1.141751,1.145099,1.142271,1.14169,1.141589,1.139616,1.134523,1.137212,1.133869,1.137627,1.138483,1.137036,1.135215,1.136585,1.140623,1.141973,1.147844,1.149452,1.155848,1.160734,1.165481,1.169794,1.171826,1.18048,1.188269,1.195693,1.202826,1.206192,1.213257,1.223342,1.226908,1.231855,1.247414,1.258097,1.267823,1.286072,1.302263,1.323261,1.337938,1.355984,1.389012,1.407504,1.420062,1.445941,1.460394,1.478194,1.487198,1.504295,1.512028,1.517682,1.52498,1.52651,1.534668,1.535554,1.534773,1.542642,1.542195,1.545559,1.54769,1.54206,1.543542,1.535717,1.528736,1.539323,1.532506,1.531714,1.51847,1.517539,1.509213,1.515571,1.529738,1.51166,1.509637,1.498158,1.509134,1.494744,1.501021,1.489714,1.496346,1.493489,1.491542,1.479967,1.497343,1.477488,1.475726,1.475027,1.477703,1.477501,1.461304,1.466674,1.459578,1.463754,1.474955,1.441333,1.456039,1.44201,1.445038,1.43816,1.43713,1.439865,1.430487,1.426066,1.413584,1.414864,1.407544,1.413834,1.389239,1.39166,1.410902,1.383619,1.38024,1.379123,1.385102,1.384597,1.384031,1.353796,1.343454,1.3406,1.359882,1.340622,1.316429,1.278567,1.305878,1.236302,1.265764,1.184999,1.208885,1.231968,1.210486,1.262885,1.388624,1.148921
Sample7,0.838161,0.848426,0.842367,0.84329,0.838969,0.851109,0.850963,0.841407,0.84372,0.840611,0.834578,0.835347,0.828113,0.829787,0.823788,0.818891,0.824973,0.825255,0.825248,0.818389,0.817192,0.815166,0.814382,0.814263,0.813499,0.807738,0.808357,0.808891,0.805245,0.804518,0.805,0.803584,0.801865,0.800637,0.799837,0.799808,0.79713,0.798321,0.796939,0.795456,0.795207,0.796835,0.795257,0.790576,0.790059,0.791865,0.792933,0.792224,0.789897,0.790862,0.790861,0.792628,0.78962,0.794546,0.790565,0.791086,0.793031,0.793174,0.79127,0.793407,0.796577,0.799239,0.801717,0.802569,0.807625,0.812096,0.815481,0.813586,0.819984,0.820461,0.824618,0.824885,0.828318,0.830085,0.833438,0.835982,0.838124,0.836502,0.835728,0.836161,0.835353,0.833576,0.831514,0.83142,0.826629,0.823582,0.82076,0.820549,0.817981,0.815394,0.814565,0.812943,0.811083,0.81171,0.809178,0.807526,0.805576,0.804279,0.804286,0.80368,0.80144,0.801004,0.799807,0.798931,0.79913,0.798631,0.79829,0.799969,0.798186,0.800626,0.802107,0.803734,0.803794,0.805657,0.810837,0.812049,0.815463,0.816826,0.82135,0.825344,0.828399,0.831444,0.83562,0.839281,0.843604,0.842508,0.849946,0.850841,0.857064,0.865576,0.87165,0.878769,0.888487,0.901972,0.913313,0.924363,0.939029,0.950699,0.963643,0.972072,0.984289,0.991202,0.999387,1.009066,1.014828,1.018202,1.021097,1.022869,1.030005,1.02658,1.032403,1.032306,1.032881,1.030504,1.033785,1.035439,1.03115,1.033,1.030321,1.030129,1.027792,1.026033,1.028812,1.024713,1.024731,1.020839,1.016503,1.021155,1.01572,1.018374,1.014119,1.015078,1.010163,1.009923,1.009709,1.008616,1.002952,1.006454,1.003767,1.004172,1.003565,1.001497,1.001739,0.997531,0.99903,1.002629,0.996876,0.997743,0.996701,0.993333,0.995208,0.988513,0.984436,0.979553,0.974021,0.968439,0.977029,0.973932,0.963697,0.959458,0.960844,0.954627,0.955471,0.959063,0.943853,0.954085,0.938081,0.939997,0.940405,0.939949,0.93254,0.931766,0.923083,0.912421,0.904718,0.905679,0.893911,0.863514,0.860368,0.844825,0.825701,0.828951,0.817772,0.82594,0.805332,0.855684,0.823618,0.883652
Sample8,0.878906,0.875051,0.871559,0.867291,0.861017,0.87112,0.884609,0.872219,0.863644,0.862855,0.856947,0.856924,0.856872,0.846623,0.843588,0.845568,0.84198,0.838345,0.84137,0.835153,0.838037,0.833303,0.837675,0.834474,0.833453,0.83071,0.829544,0.828271,0.822673,0.826478,0.822319,0.819522,0.821225,0.820862,0.820478,0.813928,0.817854,0.814192,0.813609,0.811373,0.814322,0.81308,0.813117,0.812915,0.812535,0.810503,0.808165,0.807787,0.809532,0.806559,0.807943,0.808086,0.809616,0.80846,0.80868,0.807223,0.808379,0.807889,0.810502,0.814744,0.811735,0.81497,0.817381,0.822427,0.824278,0.83011,0.829991,0.835631,0.838073,0.835279,0.84056,0.843226,0.845746,0.847123,0.851828,0.853261,0.854964,0.85773,0.858238,0.855531,0.856671,0.853602,0.851239,0.845097,0.844208,0.841163,0.837974,0.833475,0.832998,0.829969,0.828869,0.826648,0.82635,0.824223,0.825259,0.821918,0.82176,0.82243,0.819498,0.820178,0.81656,0.816234,0.816132,0.815311,0.815423,0.816387,0.816309,0.816292,0.815897,0.817112,0.817163,0.819447,0.820672,0.823269,0.826527,0.828063,0.830972,0.834111,0.839271,0.842788,0.844943,0.848965,0.85304,0.854084,0.858486,0.861855,0.864311,0.869287,0.875664,0.881714,0.890769,0.899462,0.909301,0.921516,0.932544,0.945555,0.961171,0.976537,0.987444,0.998469,1.009921,1.018344,1.026245,1.036312,1.042213,1.047609,1.050956,1.052703,1.05312,1.057074,1.060407,1.060653,1.056215,1.061192,1.06336,1.059683,1.055162,1.056131,1.055467,1.056602,1.05531,1.054875,1.054373,1.050522,1.048232,1.043396,1.04178,1.042533,1.043098,1.037932,1.033858,1.037539,1.03403,1.031546,1.030116,1.026926,1.02572,1.027673,1.026337,1.027369,1.021539,1.021048,1.018666,1.019306,1.014886,1.022876,1.007775,1.009679,1.009638,1.008887,1.002533,1.00265,1.002659,0.993566,0.995066,0.990289,0.981559,0.980025,0.97819,0.972526,0.971745,0.968918,0.958278,0.959282,0.963942,0.958445,0.953555,0.953175,0.942363,0.93823,0.937528,0.930114,0.93519,0.926423,0.913521,0.916447,0.886162,0.876418,0.852826,0.826134,0.802365,0.786219,0.804958,0.815719,0.800764,0.803034,0.770687,0.818137
Sample9,0.862881,0.876135,0.884519,0.875795,0.870462,0.869101,0.870903,0.868251,0.864502,0.870907,0.865142,0.858121,0.854623,0.852988,0.849689,0.844339,0.838848,0.838826,0.842939,0.838703,0.843311,0.836264,0.834085,0.833247,0.832104,0.83267,0.826073,0.828698,0.8272,0.82659,0.821378,0.820304,0.817266,0.818458,0.819535,0.816028,0.818707,0.815956,0.815992,0.811716,0.812637,0.81134,0.815381,0.81315,0.812482,0.811603,0.810409,0.809083,0.809872,0.813661,0.812554,0.810469,0.807982,0.807355,0.808569,0.809155,0.811663,0.809686,0.808655,0.812228,0.813963,0.814874,0.817522,0.818361,0.823905,0.827258,0.831408,0.836811,0.834981,0.838762,0.838604,0.84315,0.846512,0.848337,0.852175,0.853657,0.853942,0.855183,0.857078,0.85756,0.851877,0.851666,0.850393,0.84411,0.84039,0.840469,0.839818,0.834216,0.834514,0.831079,0.828459,0.829065,0.82635,0.823688,0.822806,0.822606,0.822656,0.821155,0.822494,0.818512,0.818727,0.816856,0.817835,0.814897,0.817121,0.814608,0.81579,0.817155,0.815367,0.817245,0.819576,0.819132,0.820925,0.824828,0.825877,0.82698,0.831058,0.834968,0.83821,0.839448,0.845559,0.8515,0.851873,0.858258,0.860098,0.864155,0.866605,0.8697,0.874645,0.88338,0.891012,0.899117,0.910387,0.921905,0.931953,0.944265,0.961802,0.973065,0.986713,0.998725,1.010646,1.018467,1.029088,1.035462,1.04289,1.047659,1.047313,1.050313,1.056656,1.059751,1.06426,1.061707,1.061866,1.064036,1.059763,1.061153,1.059309,1.059847,1.060263,1.056333,1.054013,1.053296,1.051167,1.05016,1.047064,1.047028,1.046517,1.046532,1.037779,1.036467,1.032964,1.035482,1.035258,1.03454,1.02704,1.028456,1.024868,1.023614,1.027716,1.020076,1.023313,1.019926,1.020119,1.016153,1.019798,1.018922,1.01368,1.013774,1.012396,1.002535,1.00352,0.997772,0.998696,1.000556,0.993423,0.990712,0.978745,0.979418,0.978286,0.97194,0.974404,0.972063,0.962683,0.963624,0.970192,0.95962,0.951234,0.957483,0.954106,0.946557,0.940055,0.937407,0.926869,0.923252,0.917369,0.903144,0.888234,0.87495,0.846959,0.832458,0.810707,0.821102,0.799052,0.799726,0.825438,0.832584,0.795904,0.819054
